User_id,Password,Role
jason.anderson@myscu.edu,"<Q!84c,wl1g*",student
selena.duncan@myscu.edu,tu>En[a=nmxq,student
thomas.mueller@myscu.edu,!cb-wEqe(X)S,student
lindsey.lee@myscu.edu,",WkV_e,>XR{f",student
collin.jordan@myscu.edu,TL#U\gh5gz7Z,student
rodney.owens@myscu.edu,E~XQ4j$=9+&u,student
jessica.nunez@myscu.edu,QvFQNiO!Jo]g,student
tracey.garcia@myscu.edu,;ij(/030ElH!,student
richard.morgan@myscu.edu,)>&|4H2t9vk<,student
michelle.wright@myscu.edu,I*1.<|/58c^:,student
james.west@myscu.edu,zq%DFa>1Ln7c,student
robert.ramirez@myscu.edu,")uNGI&,1heo6",student
john.leblanc@myscu.edu,"""z!TPz)kOA""T",student
scott.callahan@myscu.edu,!eL4aCtmyEa),student
andrea.williams@myscu.edu,qJ%V;.g>db]>,student
yvette.huff@myscu.edu,21%NkbE.6;]i,student
tanya.house@myscu.edu,<w3XLDFFpVkV,student
melinda.martin@myscu.edu,\G'//wns4*9q,student
todd.lewis@myscu.edu,+U)*Q]176>6o,student
richard.brown@myscu.edu,gPCzfVDQf;h>,student
nicholas.galloway@myscu.edu,=5VR0-[Q/9ES,student
joseph.bowers@myscu.edu,ofj[G&VqxPPX,student
spencer.henderson@myscu.edu,"oJAMF4-8gi""A",student
susan.cowan@myscu.edu,'9\?F2nG{$K3,student
angela.higgins@myscu.edu,_DJ-/!:(#X8N,student
eric.phillips@myscu.edu,IIqu`Tvmh<j+,student
tanya.riley@myscu.edu,;@dF+mJp;+/p,student
amy.adkins@myscu.edu,"PM""wPA)QYD/S",student
brian.silva@myscu.edu,;I`}RAJX{/.n,student
wesley.farrell@myscu.edu,x8?0j<=A*z\n,student
eric.yu@myscu.edu,P_uQGcfVw~Jc,student
christopher.lopez@myscu.edu,^;9-mA:$n%Qa,student
brooke.leonard@myscu.edu,hy;Z'XkBCeN-,student
joe.wilson@myscu.edu,Qk\4bWwnO5wN,student
pamela.sanchez@myscu.edu,!i|gXV}0KS7},student
brooke.harvey@myscu.edu,xb-G'7+(FeZ/,student
robert.silva@myscu.edu,"q,R$7/f+RBes",student
alexandra.donovan@myscu.edu,"d^W}Zx)rH,>F",student
james.moran@myscu.edu,lI@([K|UU]W.,student
john.foster@myscu.edu,'h4:ZEh!C4O#,student
emily.evans@myscu.edu,Hd>H~z}`h7I.,student
leslie.walton@myscu.edu,"""`n5,dg,IJ14",student
charles.ellis@myscu.edu,"""`I*1XL9xk(U",student
yolanda.ferrell@myscu.edu,K0yyP~A]Ul=Q,student
charles.lewis@myscu.edu,[Pi#<EGgY@=%,student
joseph.mahoney@myscu.edu,^7-Vlsn-c0I.,student
nicole.suarez@myscu.edu,Z5iD~&X+:g|8,student
mike.moore@myscu.edu,"Q""G?,8r{O\fl",student
martha.warner@myscu.edu,opE%G_[<x7Zl,student
cheryl.archer@myscu.edu,CYVp_o9&4<0:,student
destiny.smith@myscu.edu,ce829+N8U6B`,student
lisa.evans@myscu.edu,T.#BgfPTt5D&,student
elizabeth.mcmillan@myscu.edu,(=|mI0DRzxjB,student
dennis.wilson@myscu.edu,K5x>pE2D*UWU,student
daniel.tran@myscu.edu,Dc_V{uHeU?9S,student
joseph.jacobs@myscu.edu,Y<O?'*IL1s0g,student
jennifer.harris@myscu.edu,"V*A}""l|L-F_)",student
cynthia.baker@myscu.edu,sVVemFSQ4WE5,student
tracy.whitehead@myscu.edu,"p~(CF:Y%C/I""",student
meghan.davis@myscu.edu,"}2-'#cS{,+2&",student
rodney.hill@myscu.edu,"2q76<n""c`kbD",student
adam.wise@myscu.edu,o#M+]?(fmtE!,student
dana.green@myscu.edu,XDq\GH+&8$5s,student
joyce.arnold@myscu.edu,x0v|BBt%DG^-,student
ronald.smith@myscu.edu,"zl""J}/`.BB&G",student
charles.ware@myscu.edu,PyTsY^$m53w!,student
rebecca.gardner@myscu.edu,X7eM&j+aZ^M^,student
mary.aguilar@myscu.edu,?Ss{E8\i1Y&_,student
earl.anderson@myscu.edu,\q?q]~LU_{^?,student
kyle.nolan@myscu.edu,a1k}A}ZU_<Rs,student
laura.valencia@myscu.edu,kpRyr(-1*q=[,student
rachel.clark@myscu.edu,:Wi!rnExyw)`,student
john.garcia@myscu.edu,C&b9$flCMV[%,student
kimberly.henson@myscu.edu,Dl]B5umo)4NZ,student
richard.oliver@myscu.edu,SY!ux)?hP%h1,student
eric.spears@myscu.edu,fZV1oEWkt2iV,student
michelle.cherry@myscu.edu,/QWQfR.&L/)2,student
lisa.keith@myscu.edu,eGf~^g^cM+*|,student
angel.doyle@myscu.edu,8N~J>\J#!Y9G,student
martin.galvan@myscu.edu,"qYX'uacC""ZY:",student
leah.shields@myscu.edu,xGz_'k/N+@bt,student
lisa.adams@myscu.edu,jd4%e(Lwu>fV,student
kristin.rodriguez@myscu.edu,"B/'D4""ECn!uC",student
monica.garrison@myscu.edu,"f`?\6OU|_"",D",student
jeffrey.velasquez@myscu.edu,NoJ)S<C%.\0{,student
steven.torres@myscu.edu,"0mwt8]<i'rz""",student
laura.perez@myscu.edu,4?r*'0T>F`b_,student
andrew.lee@myscu.edu,{l~Tw4t]Z+JY,student
mark.lin@myscu.edu,HyWUj}S;\IM0,student
tammy.ramirez@myscu.edu,uny^2NoFJ;U9,student
darlene.ross@myscu.edu,#y:{8Up-p&T],student
tina.herrera@myscu.edu,Y8fd<_!*M<v%,student
sheila.wilson@myscu.edu,aVJ6!5TTaZbX,student
tara.white@myscu.edu,"z|b/"".\kjnsX",student
sydney.baker@myscu.edu,/zLJM1~v#<9=,student
daniel.hamilton@myscu.edu,"*iJZfaqUO,1=",student
jessica.edwards@myscu.edu,iXdt>@Seg^[0,student
catherine.dixon@myscu.edu,d^D{3)%Lhpw;,student
paul.ray@myscu.edu,K[F*n}'V|fP;,student
jonathan.fletcher@myscu.edu,G+`L+cz~UH_O,student
aaron.frost@myscu.edu,"""!i6.&ho%7(D",student
amanda.ball@myscu.edu,kaCHzmrQ0McH,student
judy.lambert@myscu.edu,i4EKBKh[\|1p,student
michael.jones@myscu.edu,JnCUfONThxx6,student
elizabeth.rivera@myscu.edu,3skC`F6.EF/=,student
lee.charles@myscu.edu,|mE`sD{|B$U2,student
jennifer.evans@myscu.edu,wJ/Kk13Z#Z`R,student
kyle.ortiz@myscu.edu,%PB$/-MU7w9&,student
richard.phillips@myscu.edu,-g~TLV]$Z-H[,student
david.fisher@myscu.edu,"Y7h+9H8e}""L)",student
shelby.byrd@myscu.edu,{OayWW22PK+3,student
raven.gilbert@myscu.edu,VGcjN{k_nDQt,student
kevin.kelley@myscu.edu,"TSP$DC/k<8""p",student
aaron.mitchell@myscu.edu,}wqp0{vMr8Oc,student
russell.carpenter@myscu.edu,5s3K%t)/fj>r,student
diana.marshall@myscu.edu,ERy>X8453G<6,student
scott.lewis@myscu.edu,/%B5hmlCr$WN,student
thomas.santana@myscu.edu,mKr7$8~0UnDQ,student
laura.jackson@myscu.edu,fHam/{VU#N;T,student
christopher.robertson@myscu.edu,hc*BzYpQ(*Zk,student
cynthia.rogers@myscu.edu,k+:I:d&Z~j;),student
loretta.potter@myscu.edu,B~QG/P~+w/3G,student
emily.walker@myscu.edu,%7pnttfGAYE%,student
james.johnson@myscu.edu,"Bz=}""i{,]~>l",student
john.alvarez@myscu.edu,">x%:*""U2zMQ7",student
melissa.jones@myscu.edu,?iWA_I`Ea+'',student
robert.soto@myscu.edu,R!HfYuOtz:F2,student
james.horton@myscu.edu,"1TG#ej,Rl=Pa",student
troy.sanchez@myscu.edu,{t#m9o^z9xI[,student
diana.smith@myscu.edu,"pLC$w9%aSmv""",student
karen.carrillo@myscu.edu,a$/}NmgK'jD?,student
daniel.coleman@myscu.edu,m+)m~nXa9P&7,student
gregory.rubio@myscu.edu,oM#=ij)3K{Dn,student
april.williams@myscu.edu,"Ah045,#<9CWV",student
john.charles@myscu.edu,)Bf[`UkU3X|},student
stephen.solis@myscu.edu,^m=1I#*`+bgy,student
elizabeth.travis@myscu.edu,df-V7VN$hY5A,student
caitlin.dodson@myscu.edu,DWt.YK7;#g$',student
patricia.salazar@myscu.edu,<fiOQ5D((l%$,student
jennifer.wagner@myscu.edu,"p`X,&pl,z@+c",student
maria.kelley@myscu.edu,.zg%2hQHU1Ix,student
phyllis.manning@myscu.edu,j1&vVe>wSKo^,student
thomas.green@myscu.edu,=Z\(NEN&zhJV,student
john.walsh@myscu.edu,[q.}`gRA<EZa,student
katie.boyd@myscu.edu,s0C6R3U+s[*x,student
courtney.hill@myscu.edu,aMvG;?`a9<'j,student
chris.mitchell@myscu.edu,XwUf~%i][W$J,student
joseph.flores@myscu.edu,|him:h1O{wyD,student
amber.taylor@myscu.edu,".$(Dzht,2opR",student
jesse.benson@myscu.edu,MY{tCylo#:$d,student
jasmine.brown@myscu.edu,";EixHW""y~cMQ",student
rick.daniels@myscu.edu,)xR.nb;}m:I7,student
robert.clark@myscu.edu,82y/cg[Pm\:F,student
robert.stein@myscu.edu,eRp1:Lc#qurA,student
brandy.dominguez@myscu.edu,@d6xBMZfAms@,student
melissa.cannon@myscu.edu,"X7.-~,HZT\VK",student
omar.smith@myscu.edu,"qDu[,f~X+~|j",student
michael.molina@myscu.edu,9z/]f~u<-H;<,student
melissa.ashley@myscu.edu,q3.$\c$`00r},student
robert.adkins@myscu.edu,?UDUivuXa]sm,student
amy.morrison@myscu.edu,&]<Ec3]+<={J,student
jeffrey.robinson@myscu.edu,_LjCmo`-{9q|,student
ryan.johnson@myscu.edu,"$^,u3qC#l'``",student
matthew.shelton@myscu.edu,K~{d4]{u1_n),student
richard.martin@myscu.edu,w}p@i%8@Pyxg,student
tanner.anderson@myscu.edu,ykaK'|@UJZjT,student
cindy.johnson@myscu.edu,>9#pg<BD`gpJ,student
phillip.elliott@myscu.edu,'Z[i35Tc_p@o,student
anthony.day@myscu.edu,jtr$&'yAwe1;,student
derek.murray@myscu.edu,oHOB!4scqBh<,student
brent.gray@myscu.edu,CLT!iZr@IPyR,student
jason.murphy@myscu.edu,vzf)!iGY|30<,student
kathleen.gray@myscu.edu,/NY>S?Sh[&V[,student
karen.decker@myscu.edu,".""6l*q}|.lN}",student
johnny.miller@myscu.edu,O~6;y\\gKLEz,student
andrew.ryan@myscu.edu,"R?,6XNMn3*_]",student
zoe.bell@myscu.edu,0jAYGMKT5dzn,student
debra.harrington@myscu.edu,5$d@Fw)][b/C,student
denise.webster@myscu.edu,AU$j>m|P:zN8,student
stefanie.gonzalez@myscu.edu,rt:(*>:WoDVm,student
andrew.hernandez@myscu.edu,=?cs;;xQ]%z:,student
david.caldwell@myscu.edu,V7lcJ3q>3Gp[,student
anne.robinson@myscu.edu,")#AKp1{=8""zM",student
holly.wang@myscu.edu,"b,+a\84ax.C{",student
gary.lawson@myscu.edu,"8NJGxR"":LjW!",student
julie.wilson@myscu.edu,<J85Ckg}8=y%,student
lori.oconnell@myscu.edu,"@Co*[..4!""&9",student
daniel.johnson@myscu.edu,"~yNKd%1r'uY,",student
larry.byrd@myscu.edu,"\""V<<?rjmy.*",student
susan.sanders@myscu.edu,"r""FiH(C-FyB=",student
jennifer.jones@myscu.edu,S>2_g@V>JCf=,student
hannah.burton@myscu.edu,"msM1\RD&,T7q",student
curtis.barton@myscu.edu,7az*p*U*i57L,student
melissa.burke@myscu.edu,"{KdsJbE;r""6x",student
david.riggs@myscu.edu,$GmK3p:CB'4F,student
kimberly.reed@myscu.edu,@~G[Hr`]Lv'm,student
ross.wood@myscu.edu,(3pI9d?yYe~!,student
william.peterson@myscu.edu,9b#NJZSo$7C!,student
melissa.short@myscu.edu,!z4m;j&lkjss,student
daniel.yu@myscu.edu,"yXs%BdUt^Fa""",student
cynthia.poole@myscu.edu,\;!oiW'jyv}B,student
jasmine.graham@myscu.edu,RjqdB.D(i*e=,student
jessica.sheppard@myscu.edu,!qHP6?i/rL{z,student
joseph.morton@myscu.edu,K<.8-k$f_oN3,student
amanda.webb@myscu.edu,".""rJHc#;|m]k",student
ryan.simon@myscu.edu,"MeyD%""+21|!F",student
joseph.christian@myscu.edu,"X$i!xG""K;0}f",student
mariah.miller@myscu.edu,8o<=>hUw|eu8,student
nicole.sanchez@myscu.edu,LwR.Q=QlU9jM,student
steven.bishop@myscu.edu,"0ai46CVt""`If",student
nicholas.johnson@myscu.edu,uQ06S9&k*uG;,student
melissa.white@myscu.edu,{BX$epn&&k5r,student
jason.salinas@myscu.edu,"^KQ,&kM^;3+Q",student
matthew.beard@myscu.edu,9`mUXe^;TV]q,student
jacqueline.hill@myscu.edu,2'mK4?VK}]*z,student
alejandro.vaughan@myscu.edu,{|QmM$)C$=%^,student
christopher.cortez@myscu.edu,"7s6BG""}9{V$E",student
tracy.chang@myscu.edu,kHT1!N)<A<.X,student
hannah.brewer@myscu.edu,"cn""s)pAx;#B)",student
travis.mcguire@myscu.edu,"d/j>(>(0w,.B",student
christopher.walker@myscu.edu,"!^K`|DZbx6,>",student
heather.torres@myscu.edu,;\%8)Z4+{Bq#,student
bonnie.kennedy@myscu.edu,rqWJO0m2xF%o,student
alyssa.coleman@myscu.edu,"oEe^5!U1H,Du",student
julie.rivera@myscu.edu,rgVNYiuuFHu),student
jacqueline.nelson@myscu.edu,X~:}a!P\56{#,student
john.martinez@myscu.edu,E]_KYA\:J.Pe,student
james.wilson@myscu.edu,"[sW`p`Yag""+>",student
amanda.gill@myscu.edu,NjY%|+8_)oRF,student
jacob.robinson@myscu.edu,"if-02vyK7Ob""",student
todd.hardy@myscu.edu,"Y86*3$g^j,Ci",student
tiffany.warren@myscu.edu,*PL!SYmK-Z{n,student
justin.garcia@myscu.edu,"""\-'J`00la4Y",student
james.perez@myscu.edu,`C)[GM8Wpu;s,student
harry.smith@myscu.edu,r.==^~RZBgj',student
amanda.hill@myscu.edu,TFm9j6[DQ5C2,student
terri.tran@myscu.edu,1IDOaxu(O;m',student
heidi.martinez@myscu.edu,?RHCZq5<=nYy,student
miranda.henry@myscu.edu,@hhbVc2M3\ZZ,student
monique.andrews@myscu.edu,~S+Iu+'BRVLV,student
taylor.alexander@myscu.edu,!<.5pWPq`9{(,student
jack.williams@myscu.edu,THuTfIet\HSQ,student
shelley.woods@myscu.edu,e}E%X:;yZq9I,student
lynn.morales@myscu.edu,9;WJ\WH>TT4V,student
charles.soto@myscu.edu,nph8trI&lv/&,student
brian.hernandez@myscu.edu,TTtp;ce1p7d1,student
anna.torres@myscu.edu,fyq{40b&!AiQ,student
victoria.wilson@myscu.edu,~>q;4-:r!y'G,student
kathy.obrien@myscu.edu,Q3vKkt=VNojS,student
krystal.perez@myscu.edu,"5d,VlTm4:[+9",student
alexandra.hayes@myscu.edu,XIeXv.-J3(*$,student
scott.dalton@myscu.edu,jmSv=A?Mr%-2,student
veronica.torres@myscu.edu,la9#DIo9x=NI,student
christine.lynch@myscu.edu,"z"")M,TI0xCG%",student
jody.meza@myscu.edu,(=9)P$puLFZ$,student
jared.clark@myscu.edu,%p{ain^Oguhd,student
donna.moore@myscu.edu,K}5W%4_:8Ps9,student
glenn.jones@myscu.edu,.Ad4Wvpdwao~,student
aaron.hayes@myscu.edu,",HL3W(giA:]G",student
brittney.carter@myscu.edu,{z4s^2yMkgB`,student
jesse.mann@myscu.edu,.`?/2${0+*{R,student
jacqueline.gibson@myscu.edu,"R3ckg7~""vD`W",student
grace.bradshaw@myscu.edu,"a;xi"":h^SH[z",student
kristin.weber@myscu.edu,`#\Us(?ttx6o,student
donna.peck@myscu.edu,"k]""!5*YdT6U}",student
ronald.stephens@myscu.edu,[>U}]Au2f.SY,student
deborah.kerr@myscu.edu,VL#q|$R#bt2E,student
margaret.jones@myscu.edu,5yZwS5IUt$I=,student
gabriel.parker@myscu.edu,Aqm2vjzwOJn{,student
kaitlyn.carroll@myscu.edu,"o.qU~<W&,C01",student
keith.martinez@myscu.edu,L#f/S7QFH0^y,student
haley.lyons@myscu.edu,"bl>{s29q,H""T",student
sherri.mason@myscu.edu,(@JA7np.F71<,student
troy.miller@myscu.edu,gpvDBz8zP>I3,student
bill.reynolds@myscu.edu,{Mrc'!_$hpjf,student
marcus.wright@myscu.edu,?ZcL*hyo9@Dx,student
christopher.hayden@myscu.edu,A6m;c!=ES|Yz,student
mary.johnston@myscu.edu,P|$q4771X8DG,student
stephanie.key@myscu.edu,Y.PIyCa/<GSa,student
emily.adams@myscu.edu,]`SaOBvaJM0L,student
billy.avila@myscu.edu,p(KJyNw*\.#A,student
thomas.pearson@myscu.edu,(/M=rB76z6rb,student
sabrina.white@myscu.edu,eYrjz&'voUGD,student
brenda.walters@myscu.edu,.~R-F<`f+gSs,student
travis.davis@myscu.edu,</:l+x+P(dR+,student
michael.cook@myscu.edu,W}S#DE7d_Wx8,student
elizabeth.hodge@myscu.edu,s@>uk7Epzl-a,student
mark.steele@myscu.edu,"d,S4Iioi6^~6",student
keith.landry@myscu.edu,f8$-lv}-*.Ps,student
lisa.pierce@myscu.edu,#Hm[TPB$rrG',student
shawn.edwards@myscu.edu,z;\0goByIa7J,student
marcus.cordova@myscu.edu,rb=+w&9YKXUZ,student
richard.robertson@myscu.edu,5E8kXg;m?sTj,student
vanessa.sandoval@myscu.edu,1;9X$yI4g^tU,student
amy.gutierrez@myscu.edu,@h.f0_NI%:yd,student
jacob.cox@myscu.edu,gC_{j'XrXx6q,student
katherine.garrett@myscu.edu,)Nj8HR!?pqLF,student
kathleen.harris@myscu.edu,o~PHD~EI*O'5,student
andrea.pennington@myscu.edu,0u*^x{QL'}4W,student
samuel.wolfe@myscu.edu,~CCu=c:#z00^,student
david.dudley@myscu.edu,odHnI2v/iL](,student
chelsea.allen@myscu.edu,'-q:#2\3C'2h,student
eric.pierce@myscu.edu,"f+G/N>>v94b,",student
andrea.davis@myscu.edu,JCdYoVue'KP3,student
victoria.durham@myscu.edu,VuBLmh1eLhV+,student
steven.wilson@myscu.edu,"mm0T9s5(xg,E",student
marilyn.jimenez@myscu.edu,"]i""NGE3cC}5~",student
jennifer.hicks@myscu.edu,Pne/sJ*=kf`^,student
joshua.davenport@myscu.edu,>:b$kQctYtXy,student
tina.sanchez@myscu.edu,T'n$b2!eqA-6,student
andrea.reyes@myscu.edu,e9aKz=!>b>9v,student
sandra.romero@myscu.edu,J|jD>XrVR^cx,student
natasha.shields@myscu.edu,XFKoGH6w|V/6,student
joshua.tyler@myscu.edu,?@/c0Ao[9iJ{,student
robert.villa@myscu.edu,56vwo|\EYtnY,student
william.hoover@myscu.edu,.>D%Xm~|n^]D,student
justin.evans@myscu.edu,0`lD?'*?MMP^,student
brenda.duarte@myscu.edu,"[^z,kr*5z1vv",student
tracy.hernandez@myscu.edu,#H#SV4%J=Ums,student
amanda.reed@myscu.edu,d*bzM(}*g^}>,student
andrea.daniels@myscu.edu,UERxMd(JD5(3,student
stanley.morris@myscu.edu,"X?,WQ:d~WL(0",student
jacob.terry@myscu.edu,W7eBLC:RN5fW,student
ashley.hall@myscu.edu,"n;Q&k,_$mMQq",student
kimberly.williams@myscu.edu,3%sQx$\-&lkQ,student
julie.thornton@myscu.edu,IXK-W`JJ+\19,student
lisa.hughes@myscu.edu,o>q%ND+P6lmt,student
elizabeth.hoover@myscu.edu,6xR=Za?w3SMh,student
tina.simpson@myscu.edu,4xZ60:en9d=!,student
benjamin.shaw@myscu.edu,";C]eNq""5$3-q",student
brittany.kane@myscu.edu,Q2^iCIJgOZBm,student
morgan.alexander@myscu.edu,$zXX$5k'7}T#,student
alicia.bryant@myscu.edu,^}A5DX~Hm0W7,student
jennifer.ortiz@myscu.edu,Uq5%}ac6l<.~,student
diana.moore@myscu.edu,MF07bsA-CVEa,student
terrance.costa@myscu.edu,"#G'5cqFF""]-8",student
matthew.schwartz@myscu.edu,"T6@YF,M(;C'D",student
debra.christian@myscu.edu,Yt#.@H|Ac}6<,student
melissa.villarreal@myscu.edu,1K3>)%DcMUwQ,student
norman.stewart@myscu.edu,"`uCk,,\PcTVr",student
jennifer.malone@myscu.edu,"]'X+n>:_""m'R",student
monique.johnson@myscu.edu,&Xa^#3iReW9D,student
casey.welch@myscu.edu,2D@EsAEPlozb,student
samantha.bright@myscu.edu,6WtGDn%Axg5F,student
julie.hamilton@myscu.edu,"PmS""jfOq43;$",student
corey.schultz@myscu.edu,"5D/&""Y|*Rm/]",student
monique.wallace@myscu.edu,SQ#%Rvv=5\K$,student
heather.berger@myscu.edu,!-?QcSHRq+4l,student
brandon.flynn@myscu.edu,j/-E9-YLM6Z|,student
kelly.brooks@myscu.edu,"KG/3,O-Zw!h^",student
dustin.schmidt@myscu.edu,1T3R0:q`gk/+,student
ashlee.sparks@myscu.edu,JU!i/@[7anoX,student
george.miller@myscu.edu,K2s#D1\C_O}G,student
monica.harvey@myscu.edu,ia}LlBIZe%:H,student
john.durham@myscu.edu,=>w%LDJJZ!Sr,student
douglas.murray@myscu.edu,K];o~!mgb&TP,student
jonathan.scott@myscu.edu,~h8NQ-4OqVZQ,student
albert.ballard@myscu.edu,Hr42<wVMZI|1,student
rachel.byrd@myscu.edu,"%kT#n'}},Rh@",student
eric.alexander@myscu.edu,"iS({h7.DeG,S",student
michael.matthews@myscu.edu,WS'N{.Bd])'0,student
danielle.coleman@myscu.edu,fSpe~/6AhV=A,student
john.bruce@myscu.edu,mA=bkq3oP.y$,student
james.cruz@myscu.edu,T.>Ghn^oU~+w,student
timothy.young@myscu.edu,P7t(G8*kpLC),student
ashley.andrews@myscu.edu,")YJ%Sn>b^Q""{",student
victoria.phillips@myscu.edu,#d]7`O]=Fzj9,student
tiffany.barrett@myscu.edu,"K+)(3sF#qZ"";",student
joshua.knight@myscu.edu,bjjPuAsci_9;,student
gina.garner@myscu.edu,`7%l=m9[1{[$,student
brandon.obrien@myscu.edu,xR_8]zO[+Epg,student
tyler.strong@myscu.edu,",JFf`yPU^5qU",student
justin.lindsey@myscu.edu,n+u8\&jg1xP[,student
catherine.gomez@myscu.edu,n8^!z$\2W_UO,student
dana.oliver@myscu.edu,"<,,Ya`/T1^H#",student
erica.le@myscu.edu,L7{iY{hR+8qd,student
donna.massey@myscu.edu,Kr$[7Hh7(ns&,student
courtney.berger@myscu.edu,3TfYCY;Q~df-,student
debbie.parker@myscu.edu,"el.!R""?o2]dn",student
scott.riley@myscu.edu,9S]e$mqeC-Qq,student
jessica.davis@myscu.edu,"3/jU.u.O/}""E",student
kenneth.burgess@myscu.edu,|2m;-*3FlnN$,student
gregory.anderson@myscu.edu,"0P^dj<5,bTaq",student
amber.mata@myscu.edu,i9@N.+$t8XM_,student
alyssa.mcintyre@myscu.edu,"5dqU`6,GawlX",student
maria.scott@myscu.edu,iI*Yu+9zs-#|,student
